Id,MaHoSo,SoBaoDanh,ThuTuNhanHoSo,MaSinhVien,MaBarcode,HoDem,Ten,GioiTinh,NgaySinh,DonViCuDiHoc,DanToc,TonGiao,HoKhauThuongTru,DiaChiLienLac,TenTinh,TenHuyen,TenPhuongXa,NoiSinhTinh,NoiSinhHuyen,NoiSinhPhuongXa,NguyenQuan,TenDoiTuong,TenDoiTuongChinhSach,KhuVuc,PhanHe,TruongTotNghiep,NgayVaoDoan,NgayVaoDang,SoCMND,NgayCap,NoiCapCMND,NoiCap,NgayNhapHoc,HoTenCha,NgheNghiepCha,HoTenMe,NgheNghiepMe,SoDienThoai,SoDienThoaiPhuHuynh,SoDienThoai2,SoDienThoai3,Email,EmailTruong,SoTaiKhoan,TenTaiKhoan,TenNganHang,ChiNhanhNganHang,MaBHXHBHYT,TrangThai,QuocTich,TruongLop12,SoQuyetDinh,NgayQuyetDinh,DotRaQuyetDinh,ChucVu,DonViCongTac,GhiChu,HinhTheSinhVienUrl,NgayImportAnhTheSv,NgayCapNhatAnhThe,AnhCMNDMatTruoc,AnhCMNDMatSau,AnhBangTotNghiep,AnhHocBa,AnhGiayKhaiSinh,AnhHoKhau,HoSoDaXacThuc,NgayXacThucHoSo,NgayTao,NgayCapNhat,IsDeleted
5c0c4c57-c294-43b3-9935-f5f81cc1c670,HS013,SBD013,13,SV013,BC013,Trinh Van,Khoi,1,28/1/2004,THPT Nguyen Huu Huan,Kinh,Khong,400 Nguyen Oanh P.17 Q.Go Vap TP.HCM,400 Nguyen Oanh P.17 Q.Go Vap TP.HCM,TP.HCM,Go Vap,Phuong 17,Thua Thien Hue,Hue,Phu Nhuan,,,,KV2-NT,,THPT Nguyen Huu Huan,4/4/2020,,29/5/2022,,CA Hue,,,Trinh Van Hau,Lao Dong,Le Thi Lieu,Noi Tro,913456789,,,,khoi.tv@mail.com,,,TRINH VAN KHOI,PVComBank,Chi nhanh Go Vap,2345678901,1,Vi?t Nam,THPT Nguyen Huu Huan,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
7f6107b2-e28a-4639-94a4-1f199cc90298,HS014,SBD014,14,SV014,BC014,Bui Thi,Van,0,14/5/2005,THPT Hai Ba Trung,Kinh,Thien Chua giao,999 Le Duan P.1 Q.Binh Tan TP.HCM,999 Le Duan P.1 Q.Binh Tan TP.HCM,TP.HCM,Binh Tan,Phuong 1,Quang Tri,Dong Ha,Phuong 5,,,,KV1,,THPT Hai Ba Trung,21/11/2019,,7/3/2021,,CA Quang Tri,,,Bui Van Chinh,Cong Nhan,Pham Thi Ha,Ke Toan,982345678,,,,van.bt@mail.com,,,BUI THI VAN,SHB,Chi nhanh Binh Tan,3456789012,1,Vi?t Nam,THPT Hai Ba Trung,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
05f22c93-4b3b-429b-aec2-574fc4d47b5e,HS015,SBD015,15,SV015,BC015,Dinh Quang,Huy,1,3/9/2004,THPT Luong The Vinh,Thai,Khong,10 Nguyen Chi Thanh P.1 Q.6 TP.HCM,10 Nguyen Chi Thanh P.1 Q.6 TP.HCM,TP.HCM,Quan 6,Phuong 1,Lao Cai,Sapa,Lao Cai,,,,KV2,,THPT Luong The Vinh,13/10/2020,,22/8/2022,,CA Lao Cai,,,Dinh Van Phuoc,Giao Vien,Ho Thi Ly,Y Ta,971234567,,,,huy.dq@mail.com,,,DINH QUANG HUY,VIB,Chi nhanh Quan 6,4567890123,1,Vi?t Nam,THPT Luong The Vinh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
f5b46fe3-f589-4e41-a191-64aab55d946b,HS016,SBD016,16,SV016,BC016,Vu Thi,Kim,0,25/3/2005,THPT Nguyen Thuong Hien,Kinh,Phat giao,55 Cong Hoa P.4 Q.Tan Binh TP.HCM,55 Cong Hoa P.4 Q.Tan Binh TP.HCM,TP.HCM,Tan Binh,Phuong 4,Binh Dinh,Quy Nhon,Tran Hung Dao,,,,KV3,,THPT Nguyen Thuong Hien,17/1/2020,,4/5/2021,,CA Binh Dinh,,,Vu Van Thang,Cong Nhan,Le Thi Duyen,Noi Tro,962345678,,,,kim.vt@mail.com,,,VU THI KIM,HDBank,Chi nhanh Tan Binh,5678901234,1,Vi?t Nam,THPT Nguyen Thuong Hien,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
fe6978eb-c389-4ef0-8824-83e3579e60b9,HS017,SBD017,17,SV017,BC017,Ho Van,Phuc,1,11/1/2004,THPT Nguyen Khuyen,Kinh,Khong,250 Hoang Van Thu P.2 Q.Tan Binh TP.HCM,250 Hoang Van Thu P.2 Q.Tan Binh TP.HCM,TP.HCM,Tan Binh,Phuong 2,Quang Ngai,Son Tinh,Tinh Minh,,,,KV2,,THPT Nguyen Khuyen,6/6/2020,,28/11/2022,,CA Quang Ngai,,,Ho Van Truong,Nhan Vien,Tran Thi Lanh,Ke Toan,904567890,,,,phuc.hv@mail.com,,,HO VAN PHUC,ACB,Chi nhanh Tan Binh,6789012345,1,Vi?t Nam,THPT Nguyen Khuyen,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
0cbb1e33-e8f9-48a3-a267-fd6479c2e1dc,HS018,SBD018,18,SV018,BC018,Nguyen Thi,Hoa,0,17/10/2005,THPT Go Vap,Kinh,Thien Chua giao,543 Quang Trung P.11 Q.Go Vap TP.HCM,543 Quang Trung P.11 Q.Go Vap TP.HCM,TP.HCM,Go Vap,Phuong 11,Khanh Hoa,Nha Trang,Vinh Hai,,,,KV1,,THPT Go Vap,14/8/2019,,17/9/2021,,CA Khanh Hoa,,,Nguyen Van Tan,Cong Nhan,Pham Thi My,Buon Ban,915678901,,,,hoa.nt@mail.com,,,NGUYEN THI HOA,Vietcombank,Chi nhanh Go Vap,7890123456,1,Vi?t Nam,THPT Go Vap,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
c3f76ab9-9373-438d-a14a-6740c2f07306,HS019,SBD019,19,SV019,BC019,Tran Van,Nam,1,23/5/2004,THPT Truong Chinh,Dao,Khong,789 Le Van Sy P.14 Q.3 TP.HCM,789 Le Van Sy P.14 Q.3 TP.HCM,TP.HCM,Quan 3,Phuong 14,Binh Phuoc,Dong Xoai,Tan Thien,,,,KV2,,THPT Truong Chinh,7/3/2020,,3/1/2023,,CA Binh Phuoc,,,Tran Van Vinh,Bo Doi,Vo Thi Kim,Giao Vien,985678901,,,,nam.tv@mail.com,,,TRAN VAN NAM,Agribank,Chi nhanh Quan 3,8901234567,1,Vi?t Nam,THPT Truong Chinh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
d6f299f1-9649-4932-baf1-9264a0f4e13e,HS020,SBD020,20,SV020,BC020,Ho Thi,Thanh,0,9/11/2003,THPT Ngo Gia Tu,Kinh,Phat giao,1000 Hoang Dieu P.8 Q.4 TP.HCM,1000 Hoang Dieu P.8 Q.4 TP.HCM,TP.HCM,Quan 4,Phuong 8,Phu Yen,Tuy Hoa,Phu Dong,,,,KV2-NT,,THPT Ngo Gia Tu,24/12/2019,,26/10/2022,,CA Phu Yen,,,Ho Van Phap,Quan Ly,Nguyen Thi Lan,Noi Tro,976789012,,,,thanh.ht@mail.com,,,HO THI THANH,BIDV,Chi nhanh Quan 4,9012345678,1,Vi?t Nam,THPT Ngo Gia Tu,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
6893c155-4ff1-4261-9ebf-d4f5e3ab1d7e,HS021,SBD021,21,SV021,BC021,Ly Van,Hieu,1,16/4/2005,THPT Nguyen Dinh Chieu,Kinh,Khong,50 Tran Quang Khai P.Tan Dinh Q.1 TP.HCM,50 Tran Quang Khai P.Tan Dinh Q.1 TP.HCM,TP.HCM,Quan 1,Tan Dinh,Quang Binh,Dong Hoi,Bac Ly,,,,KV1,,THPT Nguyen Dinh Chieu,11/5/2020,,9/4/2021,,CA Quang Binh,,,Ly Van Toan,Ky Su,Tran Thi Thuy,Ke Toan,967890123,,,,hieu.lv@mail.com,,,LY VAN HIEU,MBBank,Chi nhanh Quan 1,123456789,1,Vi?t Nam,THPT Nguyen Dinh Chieu,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
e4659f8a-bf7b-4c71-9a12-e7d1b15b6498,HS022,SBD022,22,SV022,BC022,Pham Thi,Diep,0,2/12/2004,THPT Nguyen Chi Thanh,Tay,Thien Chua giao,99 Pham Hung P.1 Q.8 TP.HCM,99 Pham Hung P.1 Q.8 TP.HCM,TP.HCM,Quan 8,Phuong 1,Ha Tinh,Ha Tinh,Nguyen Du,,,,KV3,,THPT Nguyen Chi Thanh,1/1/2020,,18/12/2022,,CA Ha Tinh,,,Pham Van Hoan,Cong An,Le Thi Huong,Noi Tro,908901234,,,,diep.pt@mail.com,,,PHAM THI DIEP,VPBank,Chi nhanh Quan 8,1234567890,1,Vi?t Nam,THPT Nguyen Chi Thanh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
a865f7d7-7159-4ac7-ae47-215091391a69,HS023,SBD023,23,SV023,BC023,Nguyen Minh,Quang,1,21/7/2003,THPT Tan Binh,Kinh,Khong,15 Nguyen Van Troi P.5 Q.Phu Nhuan TP.HCM,15 Nguyen Van Troi P.5 Q.Phu Nhuan TP.HCM,TP.HCM,Phu Nhuan,Phuong 5,Bac Ninh,Tu Son,Dong Ngan,,,,KV2,,THPT Tan Binh,23/4/2020,,13/5/2021,,CA Bac Ninh,,,Nguyen Van Lam,Bo Doi,Tran Thi Cuc,Ke Toan,919012345,,,,quang.nm@mail.com,,,NGUYEN MINH QUANG,VietinBank,Chi nhanh Phu Nhuan,2345678901,1,Vi?t Nam,THPT Tan Binh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
e02c6586-3c24-4b80-bdf1-9f8947a3175d,HS024,SBD024,24,SV024,BC024,Le Thi,Minh,0,5/3/2005,THPT Nguyen Du,Kinh,Phat giao,444 Dien Bien Phu P.11 Q.Binh Thanh TP.HCM,444 Dien Bien Phu P.11 Q.Binh Thanh TP.HCM,TP.HCM,Binh Thanh,Phuong 11,Nam Dinh,Thanh Liem,Le Hong Phong,,,,KV2-NT,,THPT Nguyen Du,10/11/2019,,6/2/2023,,CA Nam Dinh,,,Le Van Khanh,Quan Ly,Pham Thi Tien,Giao Vien,987654321,,,,minh.lt@mail.com,,,LE THI MINH,MBBank,Chi nhanh Binh Thanh,3456789012,1,Vi?t Nam,THPT Nguyen Du,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
9e598c0e-d043-4fd7-a801-caa7c7a79b4b,HS025,SBD025,25,SV025,BC025,Tran Van,Dat,1,13/11/2004,THPT Nguyen Thi Minh Khai,Hoa,Khong,600 Tran Phu P.3 Q.5 TP.HCM,600 Tran Phu P.3 Q.5 TP.HCM,TP.HCM,Quan 5,Phuong 3,Dong Nai,Bien Hoa,Quang Vinh,,,,KV1,,THPT Nguyen Thi Minh Khai,5/8/2020,,20/3/2022,,CA Dong Nai,,,Tran Van Chinh,Cong Nhan,Ho Thi Mai,Buon Ban,978123456,,,,dat.tv@mail.com,,,TRAN VAN DAT,TPBank,Chi nhanh Quan 5,4567890123,1,Vi?t Nam,THPT Nguyen Thi Minh Khai,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
bcf9e3a4-25c6-480f-bd63-10d75d1f735b,HS026,SBD026,26,SV026,BC026,Phan Thi,Linh,0,29/1/2004,THPT Gia Dinh,Kinh,Thien Chua giao,30 Phan Dang Luu P.1 Q.Phu Nhuan TP.HCM,30 Phan Dang Luu P.1 Q.Phu Nhuan TP.HCM,TP.HCM,Phu Nhuan,Phuong 1,Da Nang,Thanh Khe,Vinh Trung,,,,KV3,,THPT Gia Dinh,18/2/2020,,16/11/2021,,CA Da Nang,,,Phan Van Tuan,Ky Su,Do Thi Hanh,Ke Toan,965432109,,,,linh.pt@mail.com,,,PHAN THI LINH,Sacombank,Chi nhanh Phu Nhuan,5678901234,1,Vi?t Nam,THPT Gia Dinh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
